vin,company,datehour,chargingpower,remainingelectricalrange,enginestatus,geolocation,mileage,speed
VjamRugCrs8356684,CarRent,14/07/2023 21:56:37,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:56:48,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:57:03,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:57:12,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:57:30,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:57:39,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:57:49,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:57:57,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:58:15,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:58:33,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:58:39,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:58:47,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:59:07,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:59:25,124.4699,263.6117902,ON,"8.54117350580619, 13.3151973157328",92580,5.00641038
RzIEMxvoHd6229617,CarRent,14/07/2023 21:59:37,124.4648139,284.5295777,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:59:43,124.4642607,336.9010463,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:59:53,124.4538139,330.0715899,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:00:10,124.4520495,358.8139602,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:00:17,124.4439224,308.6672609,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:00:34,124.4428299,280.1713701,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:00:46,124.4425644,350.8694357,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:01:06,124.4334609,310.5000866,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:01:16,124.4333543,297.7077513,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:01:36,124.4291624,324.5049689,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:01:44,124.4261858,272.2505046,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:01:51,124.4251804,365.7224723,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:02:02,124.425029,344.9395996,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:02:21,124.4202934,296.4360268,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:02:34,124.4165185,279.1697572,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:02:47,124.4161061,263.8523243,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:03:02,124.4086903,317.6838934,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:03:12,124.4072699,340.003431,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:03:23,124.4025612,369.5399214,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:03:37,124.399625,336.8088506,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:03:57,124.3985351,317.5917388,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:04:03,124.3967748,347.3998296,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:04:16,124.3847714,307.5678255,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:04:33,124.3819525,273.0781708,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:04:42,124.3781521,308.9441065,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:04:56,124.3734784,298.8166243,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:05:14,124.3691745,272.8933641,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:05:23,124.3603393,335.5407178,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:05:28,124.3528068,265.3207841,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:05:37,124.3517039,359.0911538,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:05:46,124.3394664,369.6320247,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:05:53,124.3186944,350.9615236,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:06:01,124.3164683,341.7517039,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:06:08,124.316385,303.4557059,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:06:28,124.3018887,322.6795229,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:06:35,124.3000281,264.2221054,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:06:50,124.2860913,322.8634165,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:07:10,124.2860359,272.5270148,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:07:15,124.2836323,293.9720295,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:07:34,124.2835934,350.2337476,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:07:46,124.2778122,308.7593186,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:07:51,124.2694335,319.8542924,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:08:11,124.2677066,355.9701854,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:08:30,124.26118,278.2604325,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:08:35,124.2606874,352.6085019,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:08:40,124.2493934,351.4222477,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:08:46,124.2421996,364.9977649,OFF,"8.54007657760685, 13.3153550469873",92579,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:09:04,124.2370219,343.2023466,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:09:24,124.2305918,366.1820057,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:09:35,124.2258946,360.4531732,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:09:48,124.2185692,340.5548851,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:09:54,124.1905512,330.8056033,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:10:09,124.188192,295.6105024,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:10:23,124.1737233,273.1701513,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:10:28,124.1664895,284.8057473,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:10:47,124.1599778,365.9983175,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:10:59,124.1586501,360.6369679,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:11:18,124.1504698,310.5920499,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:11:33,124.1459289,294.5150236,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:11:50,124.1398118,339.3597675,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:12:06,124.1353769,274.4402142,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:12:24,124.1317709,300.4453132,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:12:30,124.1302222,268.7769307,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:12:49,124.1224847,268.8688733,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:13:03,124.1165756,296.9813994,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:13:11,124.106663,266.7827832,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:13:21,124.0983038,272.4349511,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:13:40,124.0910146,296.7977078,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:13:57,124.0909389,334.2659974,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:14:13,124.0893213,302.3576167,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:14:21,124.0880911,336.7167027,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:14:36,124.087277,339.543454,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:14:52,124.0813418,291.6073363,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:14:59,124.0786736,347.4917397,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:15:15,124.0738611,303.6394903,OFF,"8.54007657760685, 13.3153550469873",92575,0
VjamRugCrs8356684,CarRent,14/07/2023 22:15:31,124.06977,266.6908524,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:15:41,124.0697439,361.4540948,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:15:48,124.0545396,340.6467773,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:15:56,124.0507725,310.7756956,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:16:14,124.0474958,331.0811323,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:16:24,124.0444131,317.1352633,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:16:36,124.0350958,303.5475837,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:16:50,124.0281767,278.1683872,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:17:08,124.0274594,284.7137721,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:17:17,124.0218674,304.2802189,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:17:31,124.0191041,356.3401414,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:17:48,124.0158079,300.5371768,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:18:02,124.0076751,328.6059242,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:18:16,124.0050621,270.4228189,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:18:27,124.0032142,294.6068778,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:18:44,124.0030643,308.1138679,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:19:02,124.0008146,347.1230519,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:19:21,124,264.6555162,ON,"8.54240599682047, 13.324459594139",92579,54.03177601
RzIEMxvoHd6229617,CarRent,14/07/2023 22:19:40,123.9949488,316.6765587,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:19:58,123.9834298,343.9338186,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:20:17,123.9796044,269.4218853,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:20:26,123.9706562,333.6230703,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:20:31,123.9702763,322.7713528,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:20:36,123.9692714,294.0638586,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:20:55,123.9667012,320.1261123,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:21:00,123.9643626,360.361154,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:21:12,123.9642404,360.5449985,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:21:17,123.9555411,343.841979,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:21:25,123.9452144,343.2941578,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:21:43,123.9445537,361.3621912,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:22:00,123.9426803,343.3859672,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:22:13,123.9399489,331.1729396,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:22:26,,,,,,
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:22:39,123.9239364,283.7127692,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:22:44,123.9224194,326.5184499,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:22:54,123.9150182,276.2611521,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:23:04,123.9013356,352.7002807,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:23:21,123.8967698,295.5185112,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:23:38,123.8925642,315.0333737,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:23:47,123.8924875,360.0881075,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:23:59,123.8916146,306.1071406,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:24:09,123.8910263,354.9698236,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:24:22,123.889569,339.4515375,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:24:27,123.889173,367.8103698,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:24:42,123.8883048,340.3715801,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:24:56,123.8842951,367.902136,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:25:04,123.8839531,297.0731653,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:25:18,123.8807009,348.3065309,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:25:26,123.8783844,287.2475809,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:25:31,123.8749961,361.2703805,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:25:51,123.8719986,284.8975044,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:26:06,123.8709777,310.6838062,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:26:14,123.8672657,347.5834932,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:26:33,123.8671765,296.8894612,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:26:45,123.8652103,367.7186,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:27:01,123.8578028,268.9606198,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:27:06,123.847403,343.1103191,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:27:23,123.8462892,303.3636197,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:27:29,123.8387133,314.3991206,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:27:44,123.8362435,359.9963353,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:28:02,123.8256123,279.9875098,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:28:07,123.8183802,311.6821554,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:28:20,123.8170146,333.9903136,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:28:28,123.8136769,317.4995918,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:28:36,123.8108349,316.9521838,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:28:53,123.8098935,317.4078779,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:29:08,123.8088176,328.9701157,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:29:20,123.8078546,333.7147798,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:29:32,123.803944,291.5154242,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:29:50,123.7999187,303.731194,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:30:05,123.7996482,339.6351575,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:30:14,123.7989256,302.9112496,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:30:26,123.7934398,316.7682576,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:30:43,123.7915791,317.3161669,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:30:51,123.7893054,344.1166542,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:30:56,123.7685292,280.0791902,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:31:11,123.7635635,311.5904381,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:31:22,123.7576774,329.0617881,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:31:31,123.7521263,290.7861886,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:31:36,123.7513932,310.3156366,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:31:48,123.751318,278.0765145,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:31:53,123.751315,364.453627,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:31:58,123.7485155,366.0899831,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:32:14,123.7484722,331.2646052,OFF,"8.54007657760685, 13.3153550469873",92576,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:32:25,123.7472891,274.0760861,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:32:45,123.7463247,364.0885695,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:32:56,123.7452467,320.2177755,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:33:02,123.7427366,315.125035,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:33:19,123.7304118,274.8962052,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:33:37,123.7303995,295.7935903,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:33:49,123.7301108,367.9937879,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:34:06,123.7297103,287.1558191,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 22:34:19,123.7199143,362.0914604,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:34:28,123.716438,295.9767853,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:34:39,123.7147282,329.1534286,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:34:57,123.7086147,361.5457308,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:35:15,123.7055575,280.2630038,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:35:28,123.7006526,363.9969056,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:35:40,123.6930466,365.9063472,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:35:53,123.6911652,297.1647884,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:36:05,123.6886551,364.1801908,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 22:36:15,123.6880793,274.6234446,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:36:30,123.6832106,333.8985973,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:36:46,123.6798732,308.2977038,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 22:37:06,123.6729831,274.5318238,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 22:37:14,123.6686939,306.198747,OFF,"8.54007657760685, 13.3153550469873",92580,0
